representation,bootstrap_id,ari,nmi,nn_accuracy,silhouette
stack,181,0.16923076923076924,0.5096070168485125,0.2222222222222222,0.10891510546207428
stack,182,0.16923076923076924,0.5096070168485125,0.4444444444444444,0.08879831433296204
stack,183,0.21739130434782608,0.49645559315504395,0.3333333333333333,0.09010504931211472
stack,184,0.3076923076923077,0.5644105252727686,0.3333333333333333,0.10361120104789734
stack,185,0.3076923076923077,0.5644105252727687,0.4444444444444444,0.10899270325899124
stack,186,0.3076923076923077,0.5644105252727687,0.3333333333333333,0.11471809446811676
stack,187,0.21739130434782608,0.49645559315504395,0.3333333333333333,0.09017589688301086
stack,188,0.3076923076923077,0.5644105252727687,0.3333333333333333,0.12129827588796616
stack,189,0.3076923076923077,0.5644105252727686,0.3333333333333333,0.11922688037157059
stack,190,0.21739130434782608,0.49645559315504395,0.3333333333333333,0.10304328799247742
stack,191,0.3076923076923077,0.5644105252727687,0.3333333333333333,0.10430034250020981
stack,192,0.3076923076923077,0.5644105252727687,0.3333333333333333,0.08853452652692795
stack,193,0.3076923076923077,0.5644105252727686,0.3333333333333333,0.10375617444515228
stack,194,0.3076923076923077,0.5644105252727686,0.3333333333333333,0.09716959297657013
stack,195,0.16923076923076924,0.5096070168485125,0.3333333333333333,0.10526129603385925
stack,196,0.21739130434782608,0.49645559315504395,0.4444444444444444,0.09732891619205475
stack,197,0.21739130434782608,0.49645559315504395,0.2222222222222222,0.08949842303991318
stack,198,0.3076923076923077,0.5644105252727687,0.2222222222222222,0.11289934068918228
stack,199,0.3076923076923077,0.5644105252727687,0.3333333333333333,0.10642579942941666
pca,0,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.04893999546766281
pca,1,0.06493506493506493,0.40490058363640974,0.2222222222222222,0.03838372230529785
pca,2,0.06493506493506493,0.40490058363640974,0.0,0.07979129999876022
pca,3,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.04034501686692238
pca,4,0.06493506493506493,0.40490058363640974,0.0,0.04933653771877289
pca,5,0.06493506493506493,0.40490058363640974,0.0,0.07140042632818222
pca,6,0.06493506493506493,0.40490058363640974,0.0,0.04840774089097977
pca,7,0.06493506493506493,0.40490058363640974,0.0,0.03480583801865578
pca,8,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.056212715804576874
pca,9,0.06493506493506493,0.40490058363640974,0.0,0.04603924974799156
pca,10,0.06493506493506493,0.40490058363640974,0.0,0.06584746390581131
pca,11,0.06493506493506493,0.40490058363640974,0.0,0.04211634397506714
pca,12,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.053756341338157654
pca,13,0.06493506493506493,0.40490058363640974,0.2222222222222222,0.02767336554825306
pca,14,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.04032577574253082
pca,15,0.06493506493506493,0.40490058363640974,0.0,0.053395867347717285
